Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code
714012,1,12/14/2016,12/25/2016,1714946,47,1795,1,USD
714013,1,12/14/2016,12/25/2016,1078673,36,865,6,GBP
714014,1,12/14/2016,12/25/2016,1722802,48,556,3,USD
714015,1,12/14/2016,12/25/2016,1096123,38,8,1,GBP
714016,1,12/14/2016,12/25/2016,270359,9,177,2,CAD
715000,1,12/15/2016,12/25/2016,1161581,42,2243,1,GBP
715001,1,12/15/2016,12/25/2016,930792,40,2513,1,GBP
715002,1,12/15/2016,12/25/2016,1908923,64,183,1,USD
715003,1,12/15/2016,12/25/2016,914878,40,1486,7,GBP
715004,1,12/15/2016,12/25/2016,1055671,38,2329,4,GBP
715005,1,12/15/2016,12/25/2016,2071975,61,1475,2,USD
715006,1,12/15/2016,12/25/2016,1432419,59,38,5,USD
715007,1,12/15/2016,12/25/2016,1327623,61,1380,5,USD
715008,1,12/15/2016,12/25/2016,1816999,54,1983,6,USD
715010,1,12/15/2016,12/25/2016,1593191,66,1578,2,USD
715012,1,12/15/2016,12/25/2016,897866,31,2077,2,EUR
715013,1,12/15/2016,12/25/2016,2062564,61,2356,7,USD
715014,1,12/15/2016,12/25/2016,916148,41,96,7,GBP
715015,1,12/15/2016,12/25/2016,1270948,66,1280,4,USD
715017,1,12/15/2016,12/25/2016,1925694,53,91,6,USD
715018,1,12/15/2016,12/25/2016,1457295,0,1621,1,USD
716000,1,12/16/2016,12/26/2016,847222,32,1550,1,EUR
716002,1,12/16/2016,12/26/2016,912789,40,1544,7,GBP
716003,1,12/16/2016,12/26/2016,921597,39,947,1,GBP
716004,1,12/16/2016,12/26/2016,79131,6,1546,4,AUD
716005,1,12/16/2016,12/26/2016,1973647,54,132,2,USD
716006,1,12/16/2016,12/26/2016,866597,0,2436,1,EUR
716008,1,12/16/2016,12/21/2016,1354140,0,1960,4,USD
716009,1,12/16/2016,12/24/2016,1509931,43,1613,2,USD
716010,1,12/16/2016,12/24/2016,1380607,54,1639,1,USD
716011,1,12/16/2016,12/24/2016,2037906,63,2087,2,USD
716012,1,12/16/2016,12/24/2016,201709,10,1978,1,CAD
716014,1,12/16/2016,12/24/2016,1664824,45,1610,7,USD
717000,1,12/17/2016,12/24/2016,138735,5,1932,2,AUD
717001,1,12/17/2016,12/24/2016,1015885,42,1642,8,GBP
717002,1,12/17/2016,12/24/2016,109580,5,1468,1,AUD
717003,1,12/17/2016,12/24/2016,1119510,40,1589,3,GBP
717005,1,12/17/2016,12/24/2016,1453427,50,1386,6,USD
717006,1,12/17/2016,12/24/2016,1012564,40,430,5,GBP
717007,1,12/17/2016,12/24/2016,594796,0,2465,5,EUR
717008,1,12/17/2016,12/24/2016,1909198,0,1488,1,USD
717009,1,12/17/2016,12/23/2016,877990,33,362,6,EUR
717010,1,12/17/2016,12/23/2016,1203228,0,698,3,USD
717011,1,12/17/2016,12/21/2016,1791044,64,55,2,USD
717012,1,12/17/2016,12/21/2016,1840664,0,184,1,USD
717013,1,12/17/2016,12/22/2016,1010612,36,1912,1,GBP
717014,1,12/17/2016,12/22/2016,58919,0,108,1,AUD
717015,1,12/17/2016,12/24/2016,2054855,64,371,1,USD
717017,1,12/17/2016,12/24/2016,1044827,40,12,2,GBP
717018,1,12/17/2016,12/24/2016,509138,24,330,2,EUR
717019,1,12/17/2016,12/24/2016,2074980,59,1585,5,USD
717020,1,12/17/2016,12/24/2016,1987314,0,1659,4,USD
717021,1,12/17/2016,12/26/2016,1354143,44,507,1,USD
717022,1,12/17/2016,12/26/2016,247971,10,845,4,CAD
717023,1,12/17/2016,12/26/2016,1266821,50,1574,4,USD
717025,1,12/17/2016,12/26/2016,1057055,38,1618,2,GBP
717026,1,12/17/2016,12/26/2016,43840,4,572,5,AUD
717027,1,12/17/2016,12/26/2016,1638102,0,1631,5,USD
718000,1,12/18/2016,12/28/2016,1971514,56,2367,1,USD
719000,1,12/19/2016,12/28/2016,1146241,37,1682,2,GBP
719001,1,12/19/2016,12/28/2016,1040205,38,2072,1,GBP
719002,1,12/19/2016,12/28/2016,1125761,0,41,3,GBP
719003,1,12/19/2016,12/23/2016,527183,20,395,9,EUR
719004,1,12/19/2016,12/23/2016,1062632,39,259,3,GBP
719005,1,12/19/2016,12/23/2016,1529852,44,1619,3,USD
719006,1,12/19/2016,12/23/2016,591240,23,1573,2,EUR
719007,1,12/19/2016,12/23/2016,147413,1,62,2,AUD
719008,1,12/19/2016,12/23/2016,1132540,37,2094,6,GBP
719009,1,12/19/2016,12/23/2016,180605,0,2077,6,AUD
719011,1,12/19/2016,12/27/2016,922306,0,971,1,GBP
719012,1,12/19/2016,12/30/2016,1676662,43,64,2,USD
719013,1,12/19/2016,12/30/2016,714472,29,1596,2,EUR
720000,1,12/20/2016,12/30/2016,74687,6,313,2,AUD
720002,1,12/20/2016,12/30/2016,1822089,59,924,1,USD
720003,1,12/20/2016,12/30/2016,2080484,47,138,1,USD
720004,1,12/20/2016,12/30/2016,156795,4,104,3,AUD
720005,1,12/20/2016,12/30/2016,1734698,50,1738,5,USD
720006,1,12/20/2016,12/30/2016,1871500,54,2167,3,USD
720007,1,12/20/2016,12/30/2016,916676,41,395,1,GBP
720008,1,12/20/2016,12/30/2016,796631,29,1258,4,EUR
720010,1,12/20/2016,12/30/2016,1342209,48,1345,3,USD
720012,1,12/20/2016,12/30/2016,1035789,37,604,1,GBP
720013,1,12/20/2016,12/30/2016,1687281,0,155,2,USD
720014,1,12/20/2016,12/30/2016,516324,0,1768,1,EUR
720017,1,12/20/2016,12/26/2016,480202,0,433,2,EUR
720018,1,12/20/2016,12/28/2016,788625,0,486,2,EUR
721000,1,12/21/2016,12/25/2016,1342011,51,1294,1,USD
721001,1,12/21/2016,12/25/2016,1227572,0,1810,1,USD
721003,1,12/21/2016,12/25/2016,1058030,0,148,2,GBP
721004,1,12/21/2016,12/25/2016,1001523,36,2086,5,GBP
721005,1,12/21/2016,12/25/2016,948844,36,857,1,GBP
721007,1,12/21/2016,12/25/2016,1724829,59,1621,4,USD
721008,1,12/21/2016,12/25/2016,814284,0,448,1,EUR
721009,1,12/21/2016,12/25/2016,1555078,50,25,4,USD
721011,1,12/21/2016,12/25/2016,1915783,0,1938,4,USD
721012,1,12/21/2016,12/28/2016,806791,32,1877,1,EUR
721013,1,12/21/2016,12/28/2016,1286959,53,187,2,USD
721014,1,12/21/2016,12/28/2016,405905,0,299,3,EUR
721015,1,12/21/2016,12/26/2016,2097018,61,134,7,USD
721017,1,12/21/2016,12/26/2016,1429587,0,2076,4,USD
721019,1,12/21/2016,12/28/2016,1066472,36,1030,3,GBP
721020,1,12/21/2016,12/28/2016,1830423,53,359,1,USD
721021,1,12/21/2016,12/28/2016,1706702,57,106,1,USD
721022,1,12/21/2016,12/28/2016,634317,18,2087,4,EUR
721023,1,12/21/2016,12/28/2016,1702428,61,1635,1,USD
721024,1,12/21/2016,12/28/2016,461982,19,2115,5,EUR
721025,1,12/21/2016,12/28/2016,1049709,42,1539,1,GBP
722000,1,12/22/2016,12/28/2016,1697467,63,594,3,USD
722002,1,12/22/2016,12/28/2016,1627711,50,1727,4,USD
722003,1,12/22/2016,12/28/2016,1447394,65,2161,1,USD
722004,1,12/22/2016,12/28/2016,1417576,0,1893,5,USD
722005,1,12/22/2016,12/28/2016,576875,19,994,10,EUR
722006,1,12/22/2016,12/28/2016,1531796,51,2129,1,USD
722008,1,12/22/2016,12/28/2016,1879693,59,61,2,USD
722009,1,12/22/2016,12/28/2016,1041399,0,154,1,GBP
722010,1,12/22/2016,12/26/2016,959331,41,882,3,GBP
722012,1,12/22/2016,12/26/2016,1240910,47,1130,6,USD
722013,1,12/22/2016,12/26/2016,1583625,0,1548,1,USD
722014,1,12/22/2016,12/27/2016,1378598,66,1597,9,USD
722015,1,12/22/2016,12/27/2016,1332991,0,86,1,USD
722016,1,12/22/2016,12/25/2016,445123,22,2140,2,EUR
722018,1,12/22/2016,12/25/2016,1459006,61,2110,3,USD
722019,1,12/22/2016,12/25/2016,1194367,42,1579,2,GBP
722020,1,12/22/2016,12/25/2016,1902499,63,70,1,USD
722022,1,12/22/2016,12/25/2016,1157316,40,2106,10,GBP
722023,1,12/22/2016,12/25/2016,1637055,0,2064,1,USD
722024,1,12/22/2016,12/29/2016,1744437,0,1574,3,USD
722026,1,12/22/2016,1/4/2017,1892488,50,997,4,USD
722027,1,12/22/2016,1/4/2017,1578933,47,442,1,USD
722028,1,12/22/2016,1/4/2017,787315,0,1646,3,EUR
723000,1,12/23/2016,12/29/2016,1388246,47,1485,7,USD
723001,1,12/23/2016,12/29/2016,261122,0,134,7,CAD
723002,1,12/23/2016,12/29/2016,365953,0,1210,3,CAD
723003,1,12/23/2016,12/28/2016,1396425,56,1229,1,USD
723004,1,12/23/2016,12/28/2016,446515,27,1631,9,EUR
723005,1,12/23/2016,12/28/2016,1298027,0,947,2,USD
723006,1,12/23/2016,12/30/2016,1267860,47,387,2,USD
723007,1,12/23/2016,12/30/2016,939948,39,1421,3,GBP
723008,1,12/23/2016,12/30/2016,1588361,0,1683,4,USD
723009,1,12/23/2016,12/29/2016,1535089,66,450,2,USD
723010,1,12/23/2016,12/29/2016,1950929,63,442,2,USD
723011,1,12/23/2016,12/29/2016,350587,8,305,1,CAD
723012,1,12/23/2016,12/29/2016,1618921,0,1310,2,USD
723013,1,12/23/2016,1/1/2017,2042097,43,1068,1,USD
723014,1,12/23/2016,1/1/2017,1533025,43,1476,5,USD
723015,1,12/23/2016,1/1/2017,1785982,51,1431,1,USD
723017,1,12/23/2016,1/1/2017,599339,20,48,1,EUR
723019,1,12/23/2016,1/1/2017,1420133,66,2468,1,USD
723020,1,12/23/2016,1/1/2017,1777022,43,63,2,USD
723021,1,12/23/2016,1/1/2017,275718,0,1443,5,CAD
724000,1,12/24/2016,12/30/2016,1094291,36,2506,1,GBP
724001,1,12/24/2016,12/30/2016,398523,10,1780,2,CAD
724002,1,12/24/2016,12/30/2016,716491,29,154,1,EUR
724003,1,12/24/2016,12/30/2016,2036099,61,1614,3,USD
724006,1,12/24/2016,12/30/2016,1983228,64,1413,1,USD
724007,1,12/24/2016,12/30/2016,133787,5,78,2,AUD
724010,1,12/24/2016,12/30/2016,911091,37,1627,2,GBP
724011,1,12/24/2016,12/30/2016,1553574,64,1592,1,USD
724012,1,12/24/2016,12/30/2016,362095,9,1631,1,CAD
724013,1,12/24/2016,12/30/2016,485285,23,1249,10,EUR
724014,1,12/24/2016,12/30/2016,486542,27,1463,2,EUR
724015,1,12/24/2016,12/30/2016,1610147,65,1647,9,USD
724016,1,12/24/2016,12/30/2016,1559597,43,1042,2,USD
724017,1,12/24/2016,12/30/2016,940096,37,1992,1,GBP
724018,1,12/24/2016,12/30/2016,535496,23,1670,1,EUR
724019,1,12/24/2016,12/30/2016,133761,6,1918,3,AUD
724020,1,12/24/2016,12/30/2016,1998013,64,148,3,USD
724021,1,12/24/2016,12/30/2016,2077860,57,1047,3,USD
724022,1,12/24/2016,12/30/2016,1690200,51,67,1,USD
724023,1,12/24/2016,12/30/2016,755735,0,2511,5,EUR
724024,1,12/24/2016,12/28/2016,1295403,57,182,3,USD
724025,1,12/24/2016,12/28/2016,291356,10,1719,3,CAD
724026,1,12/24/2016,12/28/2016,1237096,47,1605,3,USD
724027,1,12/24/2016,12/28/2016,1439502,61,1610,3,USD
724028,1,12/24/2016,12/28/2016,759132,29,1602,2,EUR
724029,1,12/24/2016,12/28/2016,12729,1,441,1,AUD
724030,1,12/24/2016,12/28/2016,469225,23,296,2,EUR
724031,1,12/24/2016,12/28/2016,728834,29,153,1,EUR
724032,1,12/24/2016,12/28/2016,1635245,0,101,6,USD
724033,1,12/24/2016,12/29/2016,1560490,0,108,1,USD
724034,1,12/24/2016,12/27/2016,220612,8,2050,1,CAD
724035,1,12/24/2016,12/27/2016,321291,10,1158,1,CAD
724036,1,12/24/2016,12/27/2016,482108,0,1672,1,EUR
724037,1,12/24/2016,12/28/2016,90316,1,384,3,AUD
725001,1,12/25/2016,12/28/2016,1655705,0,1573,5,USD
725002,1,12/25/2016,1/1/2017,1855974,47,2095,2,USD
726000,1,12/26/2016,1/1/2017,2065524,55,591,5,USD
726001,1,12/26/2016,1/1/2017,764100,30,1504,2,EUR
726002,1,12/26/2016,1/1/2017,424110,20,359,2,EUR
726003,1,12/26/2016,1/1/2017,1086200,42,1453,3,GBP
726004,1,12/26/2016,1/1/2017,1649724,55,2054,1,USD
726005,1,12/26/2016,1/1/2017,1319072,54,97,7,USD
726006,1,12/26/2016,1/1/2017,2079677,53,70,3,USD
726007,1,12/26/2016,1/1/2017,715406,0,1636,1,EUR
726008,1,12/26/2016,1/1/2017,2022412,61,1302,3,USD
726009,1,12/26/2016,1/1/2017,1609870,48,1645,5,USD
726010,1,12/26/2016,1/1/2017,1330560,55,1927,2,USD
726011,1,12/26/2016,1/1/2017,1790366,43,75,1,USD
726013,1,12/26/2016,1/1/2017,1513963,61,1446,1,USD
726014,1,12/26/2016,1/1/2017,1971983,0,1444,3,USD
726015,1,12/26/2016,1/5/2017,1970732,48,1602,2,USD
726016,1,12/26/2016,1/5/2017,903932,39,1451,5,GBP
727001,1,12/27/2016,1/5/2017,248677,8,147,3,CAD
727002,1,12/27/2016,1/5/2017,726955,28,1622,1,EUR
727003,1,12/27/2016,1/5/2017,586687,27,1948,7,EUR
727004,1,12/27/2016,1/5/2017,1480712,56,72,8,USD
727006,1,12/27/2016,1/5/2017,372304,10,2189,3,CAD
727007,1,12/27/2016,1/5/2017,1042711,0,989,3,GBP
727009,1,12/27/2016,12/31/2016,505485,19,1593,1,EUR
727010,1,12/27/2016,12/31/2016,1420237,59,1433,1,USD
727011,1,12/27/2016,12/31/2016,1521733,50,149,2,USD
727013,1,12/27/2016,12/31/2016,1152038,0,1482,6,GBP
727014,1,12/27/2016,1/2/2017,1570781,48,1681,3,USD
727015,1,12/27/2016,1/2/2017,520991,27,58,2,EUR
727016,1,12/27/2016,1/2/2017,76979,5,17,5,AUD
727017,1,12/27/2016,1/2/2017,698421,14,1513,3,EUR
727019,1,12/27/2016,1/2/2017,2092033,51,1525,2,USD
727020,1,12/27/2016,1/2/2017,558163,0,422,3,EUR
727021,1,12/27/2016,1/3/2017,1192163,0,1621,2,GBP
727022,1,12/27/2016,1/4/2017,2072158,55,1649,1,USD
728000,1,12/28/2016,1/4/2017,524021,24,84,8,EUR
728001,1,12/28/2016,1/4/2017,1230034,0,2060,3,USD
728002,1,12/28/2016,1/5/2017,1550479,51,360,1,USD
728003,1,12/28/2016,1/5/2017,1378935,65,1650,3,USD
728004,1,12/28/2016,1/5/2017,239126,0,1678,8,CAD
728005,1,12/28/2016,1/2/2017,1354140,0,450,3,USD
728006,1,12/28/2016,1/5/2017,1098179,39,1481,8,GBP
728007,1,12/28/2016,1/5/2017,1267352,65,1624,3,USD
728008,1,12/28/2016,1/5/2017,1702898,61,95,1,USD
728009,1,12/28/2016,1/5/2017,1708295,61,1636,3,USD
728010,1,12/28/2016,1/5/2017,1577535,53,649,2,USD
728011,1,12/28/2016,1/5/2017,241610,0,1591,1,CAD
728013,1,12/28/2016,1/3/2017,1324262,43,1583,3,USD
728014,1,12/28/2016,1/3/2017,1770572,50,176,3,USD
728015,1,12/28/2016,1/3/2017,1453389,0,2093,3,USD
728016,1,12/28/2016,1/1/2017,1513119,47,1,1,USD
728017,1,12/28/2016,1/1/2017,834977,33,2096,2,EUR
728018,1,12/28/2016,1/1/2017,1470648,48,819,3,USD
728019,1,12/28/2016,1/1/2017,1420237,53,1595,1,USD
728020,1,12/28/2016,1/1/2017,956943,40,2514,1,GBP
728022,1,12/28/2016,1/1/2017,726955,30,44,7,EUR
728023,1,12/28/2016,1/1/2017,556064,19,1455,3,EUR
728024,1,12/28/2016,1/1/2017,308690,9,2496,1,CAD
728025,1,12/28/2016,1/1/2017,1561764,63,421,2,USD
728026,1,12/28/2016,1/1/2017,812462,32,1233,3,EUR
729000,1,12/29/2016,1/1/2017,1870033,61,467,1,USD
729001,1,12/29/2016,1/1/2017,1149875,0,622,4,GBP
729002,1,12/29/2016,1/2/2017,968554,38,60,1,GBP
729003,1,12/29/2016,1/2/2017,353750,10,2037,4,CAD
729004,1,12/29/2016,1/2/2017,892838,0,1991,2,EUR
729005,1,12/29/2016,1/2/2017,1070054,0,1488,3,GBP
729007,1,12/29/2016,1/3/2017,1917006,63,1453,7,USD
729008,1,12/29/2016,1/3/2017,1847709,64,341,4,USD
729011,1,12/29/2016,1/3/2017,824697,33,85,3,EUR
729012,1,12/29/2016,1/3/2017,738874,29,453,1,EUR
729013,1,12/29/2016,1/3/2017,725672,29,993,3,EUR
729014,1,12/29/2016,1/3/2017,1948539,64,1515,1,USD
729015,1,12/29/2016,1/3/2017,286855,9,1619,4,CAD
729016,1,12/29/2016,1/3/2017,1914491,51,147,1,USD
729017,1,12/29/2016,1/3/2017,1349131,47,75,1,USD
729018,1,12/29/2016,1/3/2017,743546,28,1653,3,EUR
729019,1,12/29/2016,1/3/2017,1618347,55,1993,6,USD
729020,1,12/29/2016,1/3/2017,440119,19,2452,8,EUR
729021,1,12/29/2016,1/3/2017,1638118,47,2394,10,USD
729022,1,12/29/2016,1/3/2017,1363472,57,56,4,USD
729023,1,12/29/2016,1/3/2017,1427132,50,1898,1,USD
729024,1,12/29/2016,1/3/2017,1271239,51,2116,4,USD
729025,1,12/29/2016,1/3/2017,1793197,0,1618,3,USD
729026,1,12/29/2016,1/4/2017,98002,6,1257,1,AUD
729027,1,12/29/2016,1/4/2017,1124172,42,2060,1,GBP
729029,1,12/29/2016,1/4/2017,1400564,45,432,7,USD
730000,1,12/30/2016,1/4/2017,1293489,59,165,1,USD
730001,1,12/30/2016,1/4/2017,1582685,0,1588,6,USD
730002,1,12/30/2016,1/5/2017,1783167,56,1357,1,USD
730003,1,12/30/2016,1/5/2017,1408372,51,450,7,USD
730005,1,12/30/2016,1/5/2017,763336,0,545,1,EUR
730007,1,12/30/2016,1/7/2017,200727,0,543,1,CAD
730008,1,12/30/2016,1/6/2017,1385828,48,104,1,USD
730010,1,12/30/2016,1/6/2017,923402,42,1581,2,GBP
730011,1,12/30/2016,1/6/2017,480202,27,177,7,EUR
730015,1,12/30/2016,1/6/2017,808540,32,126,5,EUR
730016,1,12/30/2016,1/6/2017,996818,37,418,9,GBP
730017,1,12/30/2016,1/6/2017,844208,32,739,10,EUR
730018,1,12/30/2016,1/6/2017,1777218,51,458,7,USD
730020,1,12/30/2016,1/6/2017,1807526,44,1669,3,USD
730021,1,12/30/2016,1/6/2017,1292543,0,1271,2,USD
731000,1,12/31/2016,1/7/2017,622003,0,997,5,EUR
731001,1,12/31/2016,1/9/2017,465245,20,2411,2,EUR
731002,1,12/31/2016,1/9/2017,592147,23,1806,2,EUR
731004,1,12/31/2016,1/9/2017,1725488,0,27,9,USD
731005,1,12/31/2016,1/8/2017,451257,23,101,3,EUR
731006,1,12/31/2016,1/8/2017,1080163,39,1032,1,GBP
731007,1,12/31/2016,1/8/2017,1763642,0,1075,3,USD
731008,1,12/31/2016,1/2/2017,1367070,57,190,4,USD
731009,1,12/31/2016,1/2/2017,1102842,40,373,5,GBP
731010,1,12/31/2016,1/2/2017,145342,6,1450,3,AUD
731011,1,12/31/2016,1/2/2017,697182,15,2070,3,EUR
731012,1,12/31/2016,1/2/2017,2017937,0,1581,4,USD
731013,1,12/31/2016,1/7/2017,2047648,57,1578,5,USD
731014,1,12/31/2016,1/7/2017,1507791,48,1490,2,USD
731015,1,12/31/2016,1/7/2017,1025223,37,159,2,GBP
731016,1,12/31/2016,1/7/2017,1925886,63,1919,7,USD
731017,1,12/31/2016,1/7/2017,768197,28,383,3,EUR
731018,1,12/31/2016,1/7/2017,1126510,38,2021,3,GBP
731020,1,12/31/2016,1/7/2017,910032,40,149,5,GBP
731021,1,12/31/2016,1/7/2017,1919042,0,2359,2,USD
731023,1,12/31/2016,1/8/2017,1865468,59,1604,1,USD
731024,1,12/31/2016,1/8/2017,1058030,0,2103,4,GBP
731025,1,12/31/2016,1/6/2017,414750,24,1688,3,EUR
731026,1,12/31/2016,1/6/2017,467742,0,474,2,EUR
731027,1,12/31/2016,1/7/2017,1457391,65,572,1,USD
731028,1,12/31/2016,1/7/2017,1780221,51,1054,3,USD
731029,1,12/31/2016,1/7/2017,1792273,63,965,2,USD
731030,1,12/31/2016,1/7/2017,752396,29,217,3,EUR
731031,1,12/31/2016,1/7/2017,1104029,42,417,2,GBP
731033,1,12/31/2016,1/7/2017,1576331,0,1585,3,USD
732000,1,1/1/2017,1/8/2017,933569,38,1585,2,GBP
732001,1,1/1/2017,1/8/2017,562005,19,1378,1,EUR
732002,1,1/1/2017,1/8/2017,465854,19,993,1,EUR
733000,1,1/2/2017,1/8/2017,1860642,0,1501,8,USD
733002,1,1/2/2017,1/6/2017,342652,8,1465,2,CAD
733003,1,1/2/2017,1/6/2017,427858,19,50,8,EUR
733005,1,1/2/2017,1/6/2017,1673825,61,418,6,USD
733006,1,1/2/2017,1/6/2017,1045729,40,103,1,GBP
733007,1,1/2/2017,1/6/2017,1777218,0,1462,3,USD
733008,1,1/2/2017,1/9/2017,59304,6,2494,7,AUD
733009,1,1/2/2017,1/9/2017,921096,38,457,1,GBP
733010,1,1/2/2017,1/9/2017,1009587,41,1179,5,GBP
733011,1,1/2/2017,1/9/2017,1752287,66,427,1,USD
733013,1,1/2/2017,1/9/2017,1380600,55,651,1,USD
734000,1,1/3/2017,1/9/2017,1685102,64,51,4,USD
734001,1,1/3/2017,1/9/2017,1091801,42,1272,7,GBP
734002,1,1/3/2017,1/9/2017,1887180,45,1634,6,USD
734004,1,1/3/2017,1/9/2017,1960909,63,1308,2,USD
734005,1,1/3/2017,1/9/2017,1208471,48,1598,7,USD
734006,1,1/3/2017,1/9/2017,662154,0,2093,6,EUR
734007,1,1/3/2017,1/10/2017,2053393,0,2464,3,USD
734008,1,1/3/2017,1/12/2017,1780660,51,151,1,USD
734009,1,1/3/2017,1/12/2017,1729213,47,55,1,USD
734010,1,1/3/2017,1/12/2017,968993,37,424,7,GBP
734012,1,1/3/2017,1/12/2017,1045729,41,626,1,GBP
734013,1,1/3/2017,1/12/2017,347011,0,85,2,CAD
734014,1,1/3/2017,1/11/2017,1104304,41,1575,3,GBP
734015,1,1/3/2017,1/11/2017,2018685,63,2427,4,USD
734016,1,1/3/2017,1/11/2017,1746364,54,1616,4,USD
735001,1,1/4/2017,1/11/2017,281546,0,1052,1,CAD
735002,1,1/4/2017,1/12/2017,456691,23,416,1,EUR
735003,1,1/4/2017,1/12/2017,930705,39,1097,1,GBP
735004,1,1/4/2017,1/12/2017,1702256,43,1892,3,USD
735005,1,1/4/2017,1/12/2017,1537138,0,2498,2,USD
735006,1,1/4/2017,1/10/2017,2053838,47,1636,2,USD
735007,1,1/4/2017,1/10/2017,1203511,0,2151,1,USD
735008,1,1/4/2017,1/17/2017,570710,22,2407,3,EUR
735009,1,1/4/2017,1/17/2017,1124112,41,2100,3,GBP
735010,1,1/4/2017,1/17/2017,731556,28,57,1,EUR
735011,1,1/4/2017,1/17/2017,702544,29,176,2,EUR
735012,1,1/4/2017,1/17/2017,1760136,56,1639,2,USD
735013,1,1/4/2017,1/17/2017,728541,30,2141,6,EUR
735014,1,1/4/2017,1/17/2017,1350729,50,2086,1,USD
735015,1,1/4/2017,1/17/2017,1996781,56,166,1,USD
735016,1,1/4/2017,1/17/2017,1813454,53,623,3,USD
735018,1,1/4/2017,1/17/2017,969766,38,950,2,GBP
735019,1,1/4/2017,1/17/2017,407478,20,190,5,EUR
735020,1,1/4/2017,1/17/2017,1590257,57,434,2,USD
735021,1,1/4/2017,1/17/2017,1653179,45,148,2,USD
735022,1,1/4/2017,1/17/2017,1542332,48,931,2,USD
736000,1,1/5/2017,1/17/2017,1017018,38,1465,2,GBP
736001,1,1/5/2017,1/17/2017,1842942,53,1812,3,USD
736002,1,1/5/2017,1/17/2017,2059592,65,298,1,USD
736003,1,1/5/2017,1/17/2017,466363,0,423,6,EUR
736004,1,1/5/2017,1/10/2017,2090023,59,431,2,USD
736005,1,1/5/2017,1/10/2017,408757,27,2517,6,EUR
736007,1,1/5/2017,1/10/2017,601173,16,1213,2,EUR
736008,1,1/5/2017,1/10/2017,1380756,51,1591,2,USD
736009,1,1/5/2017,1/10/2017,1232332,50,2342,6,USD
736010,1,1/5/2017,1/10/2017,1414666,47,1635,9,USD
736011,1,1/5/2017,1/10/2017,1750554,44,1991,6,USD
736012,1,1/5/2017,1/10/2017,743610,0,1581,1,EUR
736013,1,1/5/2017,1/12/2017,2075723,54,1986,2,USD
736014,1,1/5/2017,1/12/2017,328714,10,1391,2,CAD
736015,1,1/5/2017,1/12/2017,1409629,43,2198,7,USD
736016,1,1/5/2017,1/12/2017,1535814,54,836,4,USD
736018,1,1/5/2017,1/12/2017,1924329,44,2112,6,USD
736019,1,1/5/2017,1/12/2017,305321,8,1639,3,CAD
736020,1,1/5/2017,1/12/2017,1293305,0,73,7,USD
737000,1,1/6/2017,1/9/2017,417275,19,1639,8,EUR
737001,1,1/6/2017,1/9/2017,730203,28,641,1,EUR
737002,1,1/6/2017,1/9/2017,582975,22,1633,7,EUR
737003,1,1/6/2017,1/9/2017,237557,9,1395,2,CAD
737004,1,1/6/2017,1/9/2017,1461316,59,1104,2,USD
737005,1,1/6/2017,1/9/2017,1344457,44,106,5,USD
737006,1,1/6/2017,1/9/2017,1360303,64,433,5,USD
737007,1,1/6/2017,1/9/2017,82533,0,76,3,AUD
737008,1,1/6/2017,1/9/2017,1878787,50,1632,3,USD
737009,1,1/6/2017,1/9/2017,887462,34,1595,9,EUR
738000,1,1/7/2017,1/9/2017,1824297,53,1639,1,USD
738001,1,1/7/2017,1/9/2017,822698,0,1759,1,EUR
738002,1,1/7/2017,1/14/2017,524920,20,644,6,EUR
738003,1,1/7/2017,1/14/2017,790067,29,384,6,EUR
738004,1,1/7/2017,1/14/2017,1342972,61,1522,2,USD
738005,1,1/7/2017,1/14/2017,574327,20,167,2,EUR
738006,1,1/7/2017,1/14/2017,1357991,66,504,2,USD
738007,1,1/7/2017,1/14/2017,1474420,64,170,2,USD
738008,1,1/7/2017,1/14/2017,391464,0,1607,1,CAD
738009,1,1/7/2017,1/11/2017,1579793,44,1936,5,USD
738010,1,1/7/2017,1/11/2017,986042,36,376,1,GBP
738011,1,1/7/2017,1/11/2017,1286602,65,1056,2,USD
738012,1,1/7/2017,1/11/2017,948382,38,189,4,GBP
738013,1,1/7/2017,1/11/2017,1989635,59,179,3,USD
738014,1,1/7/2017,1/11/2017,1041698,42,183,7,GBP
738015,1,1/7/2017,1/11/2017,721329,28,1629,2,EUR
738016,1,1/7/2017,1/11/2017,727109,0,103,5,EUR
738017,1,1/7/2017,1/14/2017,1956840,51,84,2,USD
738018,1,1/7/2017,1/14/2017,1111848,41,1834,7,GBP
738019,1,1/7/2017,1/14/2017,1374605,54,1458,2,USD
738020,1,1/7/2017,1/14/2017,269879,0,438,3,CAD
738021,1,1/7/2017,1/16/2017,1122233,42,1553,3,GBP
738022,1,1/7/2017,1/16/2017,37802,5,2052,4,AUD
739000,1,1/8/2017,1/16/2017,1992074,44,195,3,USD
740000,1,1/9/2017,1/16/2017,1560641,55,166,4,USD
740001,1,1/9/2017,1/16/2017,1092661,38,1606,1,GBP
740002,1,1/9/2017,1/16/2017,739922,29,111,3,EUR
740003,1,1/9/2017,1/16/2017,748788,30,165,1,EUR
740004,1,1/9/2017,1/16/2017,1373637,0,1635,3,USD
740005,1,1/9/2017,1/16/2017,218530,0,1609,9,CAD
740007,1,1/9/2017,1/21/2017,1728581,65,1010,3,USD
